,Mean_MpH,Latitude,Longitude
261,13.922376363818115,40.71302,-73.99446
262,14.958986558975218,40.71304,-74.00723
263,15.79120586794578,40.71305,-73.99407
264,14.502756167533692,40.71307,-74.00086999999999
265,14.65048778268474,40.71309,-73.98506
266,15.092501795506918,40.71309,-73.99361999999999
267,14.646098738942996,40.71314,-74.00406
268,14.72430783306896,40.71317,-73.99266999999999
269,16.20643414307277,40.7132,-73.99237
270,14.724506688132077,40.71321,-73.98389
271,14.442295280454871,40.71325,-73.97759
272,14.45299128713629,40.71326,-74.00927
273,14.427143556772824,40.71329,-73.99826999999999
274,14.489489849538492,40.71333,-74.011
275,14.495283975943803,40.71338,-73.99011999999999
276,16.41757645439862,40.71345,-73.99849
277,13.669490383101545,40.71347,-73.9973
278,15.087723711162619,40.71349,-73.9851
279,14.523679571794982,40.71349,-74.00482
280,14.833502617829248,40.7135,-74.00126
281,14.68832873589021,40.71351,-73.9886
282,15.651383840401207,40.71352,-73.99864000000001
283,14.330998477200897,40.71356,-73.98085999999999
284,14.417526289971631,40.71362,-74.00675
285,15.241557547380607,40.71362,-74.01162
286,14.39534038278732,40.71365,-73.98709000000001
287,14.849953135810987,40.71365,-74.00363
288,14.68794331062962,40.71367,-73.99798
289,14.518197928431048,40.7137,-73.99455999999999
290,14.579141957689746,40.7137,-74.01368000000001
291,14.605334656964207,40.71375,-73.99395
292,14.925708843304104,40.71378,-73.99807
293,14.369145797893095,40.7138,-73.98522
294,14.430164207483044,40.7138,-74.01394
295,14.691768234358713,40.713809999999995,-73.97941
296,15.38705504505126,40.713809999999995,-73.98505
297,14.64245071977326,40.713809999999995,-74.00885
298,14.91741336030253,40.71383,-73.99298
299,15.816857542876932,40.71385,-73.99275
300,14.70714928380071,40.71385,-74.01057
301,15.078173869252248,40.71387,-73.9925
302,14.799185960310417,40.71395,-73.99954
303,14.693511825619089,40.71397,-74.00305999999999
304,15.988324287220788,40.71398,-73.97995999999999
305,14.81807442871714,40.714,-73.99749
306,15.040517331553037,40.714,-74.0044
307,17.470490958023902,40.71402,-73.9801
308,14.700768181822939,40.71405,-73.9902
309,15.690231767739585,40.714059999999996,-73.99759
310,14.589582649448674,40.71407,-73.9971
311,17.6013272082297,40.71409,-73.99741
312,14.412311331877278,40.71412,-74.00341999999999
313,14.631556266380604,40.71417,-74.0063
314,14.494770776080603,40.71418,-73.9887
315,15.288880527936723,40.71419,-73.98145
316,14.627999251810444,40.714220000000005,-73.99483000000001
317,14.516473500306201,40.714220000000005,-73.99732
318,14.564834579016756,40.71423,-73.9808
319,14.683929543547526,40.71425,-73.98089
320,16.343537341416372,40.71427,-73.99414
321,14.681465457596401,40.71428,-73.99395
322,15.110352066034526,40.714290000000005,-74.01153000000001
323,14.860187363156502,40.7143,-74.00262
324,14.521899056748227,40.71432,-73.98716999999999
325,15.350806577679794,40.71435,-73.99304000000001
326,15.53359465863212,40.71437,-73.99282
327,14.718405088722214,40.71437,-74.0084
328,14.556345497735638,40.71438,-74.00045
329,14.58148263654839,40.71438,-74.01013
330,14.826324661809915,40.71439,-73.99256
331,14.866894325367852,40.7144,-73.99022
332,14.481289266212771,40.714420000000004,-73.98147
333,13.436140108178552,40.714420000000004,-73.99214
334,14.753061032436209,40.71444,-74.01342
335,14.73373373203909,40.714459999999995,-73.98534000000001
336,14.45359834352668,40.714459999999995,-73.99959
337,16.298431122222148,40.71447,-73.98164
338,14.505932581960472,40.71451,-73.9988
339,14.804277109725671,40.71452,-73.9847
340,14.72258080533699,40.71461,-73.97686
341,14.185153118404072,40.71464,-73.98323
342,14.90663575205671,40.71465,-73.99716
343,15.54270834718671,40.71467,-73.99286
344,14.577624872516742,40.71468,-73.99113
345,14.644646340692978,40.71468,-74.00589000000001
346,14.834527901828856,40.714690000000004,-73.98243000000001
347,14.651179204883082,40.714859999999994,-73.97758
348,15.1678255710633,40.714859999999994,-73.98299
349,14.832594627202818,40.7149,-73.99189
350,14.434154513846252,40.7149,-74.01134
351,14.631189404449682,40.714940000000006,-74.00795
352,14.73450896510893,40.71495,-73.98331999999999
353,14.682865627405493,40.71495,-74.00968
354,15.037408359914862,40.715,-73.99887
355,14.8589578397048,40.71503,-73.99676
356,14.590516964079056,40.71505,-73.99238000000001
357,14.407867495468368,40.715070000000004,-73.99686
358,13.898968899154177,40.7151,-74.01594
359,14.957020889971414,40.71512,-73.99261
360,14.200874830746503,40.71518,-73.97836
361,14.591013953276615,40.71518,-74.00214
362,14.538806155351459,40.71522,-73.98425
363,14.372512947323848,40.71522,-74.01321
364,14.549564629703289,40.71524,-74.00542
365,14.4513513926089,40.71528,-74.01355
366,14.570637513686568,40.7153,-73.97648000000001
367,13.61582043277018,40.7153,-74.00078
368,14.579128778474754,40.71536,-73.9934
369,14.336351606916459,40.71536,-73.99772
370,14.96377451237814,40.71539,-73.97628
371,14.460202068982014,40.71544,-73.9792
372,14.521654377347792,40.71544,-74.00755
373,13.82431283487122,40.71544,-74.01449000000001
374,14.558269395806882,40.7155,-73.97728000000001
375,14.761059249038533,40.7155,-73.99647
376,14.727417656948312,40.71552,-74.00922
377,14.513317522547826,40.715559999999996,-73.98975
378,14.719213182226204,40.71557,-74.01557
379,14.654760999031012,40.7156,-74.00305
380,14.341887392248971,40.7156,-74.01111
381,14.68820916503603,40.71561,-73.99427
382,14.687280111913278,40.71563,-73.99849
383,13.989612826730758,40.71565,-73.97792
384,22.373720961028848,40.7157,-73.97808
385,14.712303918109193,40.71575,-74.00169
386,14.95587842529631,40.715759999999996,-74.00498
387,14.698334661362694,40.71578,-74.00659
388,14.352941505237135,40.71581,-73.99056
389,14.649813743694382,40.71582,-73.99486999999999
390,15.068475223703373,40.71583,-74.01538000000001
391,14.364447469218725,40.71588,-73.99503
392,14.304382350156503,40.715920000000004,-73.99932
393,14.421827092638528,40.71594,-73.98087
394,14.646213285841169,40.715959999999995,-73.97892
395,14.627365315822532,40.715959999999995,-73.98671
396,16.924303866392734,40.716,-73.99545
397,14.627012363395295,40.71601,-74.0071
398,14.00335578746014,40.71601,-74.01524
399,14.591018670304088,40.71602,-74.00882
400,14.826887818582183,40.716029999999996,-73.99131
401,14.544811637595197,40.716120000000004,-73.98362
402,14.601442150902622,40.71618,-73.99179000000001
403,14.523501563346537,40.71618,-74.00256
404,15.183178146432953,40.716190000000005,-74.0092
405,15.049714382475122,40.7162,-73.98170999999999
406,14.542397547273714,40.7162,-74.00014
407,14.802171927573381,40.71621,-73.98753
408,14.757183224607312,40.71624,-73.99201
409,14.63636189098139,40.71624,-73.99606999999999
410,14.739691675985581,40.71629,-74.00453
411,14.546091168088704,40.7163,-74.00616
412,14.845971234721874,40.7163,-74.01092
413,12.260896686900104,40.71633,-74.01647
414,14.655243093281275,40.71635,-73.9948
415,14.621889464014643,40.7164,-73.98453
416,14.471487620613386,40.71642,-74.01293000000001
417,14.562930140391767,40.71645,-73.98057
418,14.51214703198662,40.71645,-73.98257
419,14.836963642959082,40.71647,-73.98342
420,14.602501772957403,40.71647,-73.98838
421,14.452255845960075,40.71649,-73.99282
422,13.183590263384437,40.7165,-73.97554000000001
423,14.620882613958669,40.71651,-73.9757
424,14.497179271033376,40.71653,-74.01321999999999
425,14.788364162582624,40.71654,-74.00668
426,14.591748024121504,40.71656,-73.99698000000001
427,14.719976331252044,40.7166,-74.00837
428,16.144724630099134,40.716640000000005,-73.98321999999999
429,14.690203479276713,40.71665,-73.99583
430,15.330111478699047,40.7167,-73.98338000000001
431,14.719377510792505,40.71672,-73.98144
432,14.538267667316106,40.71672,-73.98915
433,14.707607725552224,40.71673,-74.00208
434,14.384557865724622,40.71683,-73.99775
435,14.558216251859221,40.71687,-74.00403
436,14.487561414167601,40.7169,-73.98619000000001
437,14.195960292874778,40.71691,-74.01077
438,14.33683829759053,40.71693,-74.00081999999999
439,14.085712443734044,40.71695,-73.98424
440,14.586021388035345,40.71695,-74.00910999999999
441,14.531969315969274,40.71697,-73.99446
442,14.765922973836714,40.71698,-73.98229
443,14.633495268698672,40.71698,-73.98995
444,13.943244347331463,40.71699,-74.0143
445,14.498111236903759,40.717079999999996,-74.00625
446,14.852767078037381,40.71711,-74.01456
447,14.810157002871284,40.71712,-73.9986
448,14.741757341594207,40.71712,-74.00796
449,14.671496374462142,40.71714,-73.98281
450,14.975506145884253,40.71714,-74.01276
451,14.646706902700325,40.71716,-73.98704000000001
452,14.378693979371466,40.71718,-73.98312
453,14.513204514095309,40.717209999999994,-73.9907
454,15.119630139009066,40.717240000000004,-73.99888
455,14.626433566504291,40.717259999999996,-74.01304
456,14.927862555465026,40.717290000000006,-74.00905999999999
457,14.591127003044027,40.7173,-74.00156
458,14.63807154297124,40.71731,-73.99543
459,14.542762620602122,40.71733,-73.99945
460,15.145245331868985,40.71735,-73.99117
461,15.090832612295682,40.7174,-74.01009
462,14.637270776372784,40.71741,-73.98295
463,14.411317227211084,40.71741,-73.98788
464,14.609300756717015,40.71743,-73.984
465,15.079003713075377,40.71743,-73.99141999999999
466,14.70232875427488,40.71745,-74.00353
467,14.68787269537592,40.717459999999996,-74.01063
468,14.434092265493444,40.71754,-73.98
469,14.606741424751798,40.71755,-73.99931
470,14.385527841034511,40.71759,-73.97541
471,14.772644094169555,40.7176,-74.009
472,14.569852787036325,40.71761,-73.99632
473,14.801498033665858,40.717620000000004,-74.00027
474,14.65169330417028,40.717620000000004,-74.01382
475,14.62506975820613,40.71763,-73.98581999999999
476,14.538707449048154,40.71765,-73.98867
477,14.862978302141789,40.71767,-73.98484
478,14.492127758172611,40.71767,-73.99221999999999
479,14.58505750325779,40.71767,-74.00753
480,14.705115835836414,40.71768,-74.00579
481,15.73539903450942,40.71774,-74.01409
482,14.612146779180675,40.71788,-73.9971
483,14.76445570962362,40.717890000000004,-73.98948
484,14.45541115430322,40.717929999999996,-73.99309000000001
485,14.851853199002836,40.717929999999996,-74.00099
486,15.58832517735867,40.717929999999996,-74.00894
487,14.781330446999426,40.71795,-73.98564
488,14.604948432984663,40.71795,-73.98663
489,14.683483712266206,40.71795,-74.00559
490,14.71286091769471,40.71802,-73.99996
491,14.509483139975893,40.71803,-74.00304
492,14.483193351681122,40.71812,-73.98654
493,14.500628383249957,40.71812,-73.99023000000001
494,15.12376935731404,40.71812,-74.0105
495,14.581100493361392,40.71816,-73.99382
496,14.497117579634455,40.71816,-73.99794
497,14.657448292302092,40.71824,-73.98745
498,15.26351870755979,40.71826,-74.00527
499,14.648248075298072,40.718270000000004,-73.99072
500,14.399899444520141,40.718270000000004,-74.00705
501,14.149822564545465,40.718270000000004,-74.00888
502,14.516737728232549,40.7183,-73.9825
503,14.938824099989086,40.7183,-74.00536
504,14.525185381511116,40.71835,-73.99096999999999
505,16.21566776801662,40.71839,-73.98737
506,14.601508369685622,40.71843,-74.00053
507,14.497707345087568,40.71844,-73.99875
508,14.56865622839375,40.71847,-73.99481
509,14.951811440314087,40.71848,-73.98824
510,14.492076777859975,40.71857,-73.9834
511,14.618165737319703,40.718579999999996,-73.99175
512,15.524759439873627,40.71863,-73.98816
513,14.62207331336464,40.71864,-74.00253000000001
514,14.680256681828206,40.71864,-74.00882
515,14.73707939844454,40.71867,-73.99943
516,14.910480213484124,40.71873,-73.98905
517,14.557024188244721,40.718779999999995,-73.9957
518,15.575059477436946,40.718790000000006,-73.97511
519,14.221629129365,40.71881,-74.01035
520,14.660664387609549,40.71883,-73.98423000000001
521,14.84828578076793,40.71885,-73.97474
522,14.687948581443754,40.71885,-73.99262
523,14.525523315871432,40.71886,-74.00484
524,14.32456111833511,40.71887,-73.97549000000001
525,14.667726724524886,40.71887,-73.98898
526,14.461358029034493,40.71887,-74.00659
527,14.968677818204418,40.71891,-73.99923000000001
528,14.540389691482803,40.718959999999996,-73.98980999999999
529,14.928103271328693,40.719,-73.97507
530,15.304324566930186,40.71901,-73.97544
531,14.628965867442549,40.71902,-74.00516999999999
532,15.247486599907724,40.71903,-74.00875
533,14.526979562481174,40.71905,-73.99648
534,14.469210144174648,40.71905,-74.01231999999999
535,14.950790202871024,40.71907,-73.97639000000001
536,14.620805753824772,40.71907,-73.99336
537,14.594197447930831,40.71908,-73.98508000000001
538,14.835409093599486,40.7191,-73.98973000000001
539,14.646549265741031,40.7191,-73.99028
540,14.740612659736225,40.719120000000004,-74.00693000000001
541,15.16525913168751,40.71915,-74.00209
542,15.016711359730083,40.719190000000005,-73.99055
543,14.747934938260792,40.719190000000005,-73.99984
544,14.453947511927336,40.7192,-73.97634000000001
545,14.652679830785965,40.71925,-73.97725
546,17.979580803533484,40.71925,-73.99021
547,14.504941871358293,40.7193,-74.0087
548,14.918106142317475,40.71933,-73.99048
549,14.68545677269066,40.71933,-73.9973
550,14.474137167347731,40.71934,-73.98591
551,14.640528503516322,40.719409999999996,-74.00188
552,14.650983159028439,40.71942,-73.99132
553,15.046445285801438,40.719440000000006,-74.01024
554,14.584871966127386,40.71946,-73.98192
555,14.572239973852689,40.71946,-73.99439
556,14.339084951777396,40.71946,-74.00613
557,14.399983644403944,40.71948,-74.00437
558,14.70470557967302,40.71955,-74.00062
559,15.762296363508689,40.719559999999994,-73.99125
560,14.533915131793762,40.719590000000004,-73.98675
561,14.57126303709214,40.7196,-73.99809
562,14.793483142225224,40.71968,-73.99217
563,15.668134762722874,40.7197,-74.00595
564,14.580278427456127,40.71973,-73.98279000000001
565,14.691995095243975,40.71978,-74.0068
566,14.811241793228334,40.71979,-73.99852
567,14.725999731441048,40.71982,-73.9921
568,14.513374529613456,40.71983,-73.98754
569,14.737767422704938,40.71986,-74.00519
570,14.28698426112379,40.71987,-73.99526
571,16.173813618708316,40.719879999999996,-73.9788
572,15.535902323447704,40.71991,-73.99292
573,14.642166203623262,40.71992,-74.00259
574,14.502948066451253,40.71994,-74.00142
575,14.637171552971504,40.71996,-74.00858000000001
576,14.824495779249148,40.71998,-73.98363
577,15.945083250336005,40.72,-73.97872
578,14.500445459695534,40.720040000000004,-73.99906
579,15.035317001180987,40.720040000000004,-74.00391
580,15.065991738783117,40.72005,-73.99284
581,14.761763185938126,40.720079999999996,-73.98836
582,14.749408359554598,40.720079999999996,-74.00565999999999
583,15.053102106208303,40.72009,-73.99413
584,14.638055376824246,40.72012,-74.01012
585,14.568122602808227,40.72017,-73.99603
586,14.683213649446978,40.720240000000004,-73.98447
587,16.08577977327694,40.7203,-73.99398000000001
588,14.632912119946443,40.72031,-73.98911
589,14.314257891988369,40.72031,-74.01204
590,14.727920069420371,40.72033,-73.97495
591,14.453784727897688,40.72034,-74.00222
592,15.241772765759169,40.72034,-74.01228
593,15.995647293948428,40.72035,-73.99412
594,15.475054486098793,40.72038,-74.00596999999999
595,14.396875599034288,40.72039,-73.97999
596,14.939034004950848,40.72039,-74.00325
597,15.08705136678137,40.720420000000004,-74.00641999999999
598,14.36799834988173,40.72043,-73.99987
599,14.548110840536225,40.72045,-73.98959
600,14.999101934402093,40.72045,-74.00667
601,14.308240571578834,40.72048,-74.00689
602,14.61989878307304,40.720490000000005,-73.98532
603,14.664381498863357,40.720490000000005,-73.99682
604,15.701463975972166,40.72053,-73.98986
605,14.787832866194531,40.72056,-74.00348000000001
606,14.552992492162156,40.72063,-73.99497
607,14.122164551140408,40.72064,-74.00522
608,14.59919618214994,40.72065,-73.98132
609,14.97007997980377,40.72065,-74.00846999999999
610,14.84150350168294,40.72067,-73.97823000000001
611,14.933013770006575,40.72071,-73.99735
612,14.461278104486277,40.72075,-73.98616
613,15.729167435657686,40.72077,-73.98125
614,14.53099252910215,40.72077,-73.99063000000001
615,14.433836184277414,40.72077,-74.01001
616,14.455333848910122,40.72084,-73.99765
617,14.615338171665966,40.720859999999995,-74.00064
618,14.687063390816762,40.72087,-74.00392
619,14.612889185997902,40.7209,-73.99575
620,14.961835885725552,40.720909999999996,-73.98218
621,15.174329764206753,40.72094,-73.99375
622,14.550301633225242,40.72098,-73.99388
623,14.67763481006832,40.72099,-73.98695
624,15.172385924590772,40.72102,-73.98108
625,14.653380194441338,40.72102,-74.00525
626,14.738989553294452,40.72103,-73.99148000000001
627,14.547192367892904,40.72104,-73.98210999999999
628,14.056800904244218,40.72105,-73.97471
629,14.82601903648941,40.721059999999994,-73.9982
